ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.08;VERMELHO;False;False;3;2021-11-07 00:00:54.245402
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;VERMELHO;True;False;1;2021-11-07 11:07:58.039839
ERROR:root:;0.04;VERMELHO;True;True;2;2021-11-07 11:08:29.614790
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-07 11:10:34.289494
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-07 11:12:07.661347
ERROR:root:;0.04;VERMELHO;False;True;2;2021-11-07 11:12:39.238383
ERROR:root:;0.02;VERMELHO;True;True;1;2021-11-07 11:15:14.755005
ERROR:root:;0.02;VERMELHO;True;False;1;2021-11-07 11:17:50.723612
ERROR:root:;0.04;VERMELHO;True;False;2;2021-11-07 11:18:22.503333
ERROR:root:;0.08;VERMELHO;True;False;3;2021-11-07 11:18:52.549519
ERROR:root:;0.16;VERMELHO;False;True;4;2021-11-07 11:19:54.576908
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-07 11:25:05.962946
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-07 11:26:39.581246
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-07 11:27:10.465503
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-07 11:29:16.571336
ERROR:root:;0.02;VERMELHO;True;False;1;2021-11-07 11:30:49.663584
ERROR:root:;0.04;VERMELHO;True;True;2;2021-11-07 11:31:21.650606
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-07 11:32:55.368107
ERROR:root:;0.04;VERMELHO;False;False;2;2021-11-07 11:33:26.155641
ERROR:root:;0.08;VERMELHO;False;False;3;2021-11-07 11:33:55.972778
ERROR:root:;0.16;VERMELHO;False;True;4;2021-11-07 11:34:28.969387
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-07 11:34:59.114263
ERROR:root:;0.04;VERMELHO;False;True;2;2021-11-07 11:35:30.732505
ERROR:root:;0.02;PRETO;True;False;1;2021-11-07 11:36:32.873836
ERROR:root:;0.04;PRETO;True;False;2;2021-11-07 11:37:02.559767
ERROR:root:;0.08;PRETO;True;True;3;2021-11-07 11:37:34.199908
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-07 11:38:35.855829
ERROR:root:;0.04;VERMELHO;False;False;2;2021-11-07 11:39:07.402768
