ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 10:50:11.234182
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 10:50:42.051958
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 10:51:15.680162
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 10:52:18.021153
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 10:52:51.075248
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 10:59:06.715399
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 11:02:46.210145
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 11:04:22.513725
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 11:06:26.928725
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 11:06:59.346951
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 11:08:00.900288
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 11:09:04.517892
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 11:09:36.233851
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 11:10:06.757349
ERROR:root:;0.18;PRETO;False;True;4;2021-10-26 11:15:54.981994
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 11:16:25.760884
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 11:16:56.720918
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 11:17:58.907940
ERROR:root:;0.02;VERMELHO;True;True;1;2021-10-26 11:19:02.275707
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 11:21:40.963953
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 11:22:12.654262
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 11:22:44.400960
ERROR:root:;0.18;PRETO;False;False;4;2021-10-26 11:31:09.993526
ERROR:root:;0.36;PRETO;False;False;5;2021-10-26 11:31:41.557365
ERROR:root:;0.72;PRETO;False;False;6;2021-10-26 11:32:13.130306
ERROR:root:;1.44;VERMELHO;False;True;7;2021-10-26 11:33:49.388272
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 11:34:22.306196
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 11:34:53.961508
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 11:35:23.809869
ERROR:root:;0.18;PRETO;False;False;4;2021-10-26 11:44:57.672164
ERROR:root:;0.36;PRETO;False;False;5;2021-10-26 11:45:29.753283
ERROR:root:;0.72;PRETO;False;True;6;2021-10-26 11:46:01.396511
